STATIONID,LATITUDE,LONGITUDE
USC00308962,42.6856,-78.2203
USC00308967,41.2667,-74.3667
USC00308987,42.9014,-76.8642
USC00309000,43.9761,-75.8753
USC00309020,42.3667,-76.8667
USC00309021,42.4,-76.9
USC00309047,42.0019,-76.525
USC00309049,43.2419,-77.3883
USC00309050,42.3333,-76.95
USC00309055,44.3564,-75.9286
USC00309072,42.1172,-77.9475
USC00309076,42.1667,-77.9833
USC00309087,42.3,-77.8833
USC00309088,42.2833,-77.9333
USC00309089,42.8847,-77.5339
USC00309100,42.6167,-74.1667
USC00309117,40.7333,-73.6
USC00309125,42.2167,-77.4167
USC00309178,42.5167,-74.05
USC00309189,42.2956,-79.5856
USC00309205,42.4333,-74.7167
USC00309229,42.1453,-77.5661
USC00309237,42.2,-74.3833
USC00309248,43.1594,-75.4611
USC00309250,43.0333,-73.9333
USC00309270,41.0833,-73.9667
USC00309292,41.3906,-73.9608
USC00309303,42.6167,-73.6
USC00309307,42.8333,-78.75
USC00309311,41.95,-74.3167
USC00309374,44.8047,-74.2597
USC00309383,44.3667,-73.9
USC00309389,43.5575,-73.4011
USC00309400,41.0167,-73.7333
USC00309413,41.5,-73.75
USC00309425,42.0597,-77.7553
USC00309437,42.3333,-75.9667
USC00309439,42.3333,-75.8667
USC00309442,42.3419,-75.9653
USC00309457,42.6833,-76.8833
USC00309466,40.8,-73.7667
USC00309480,43.3769,-75.9206
USC00309494,44.3333,-73.35
USC00309495,44.3842,-73.3819
USC00309499,44.3931,-73.8589
USC00309507,43.25,-78.8333
USC00309510,43.8,-75.6167
USC00309512,42.35,-74.2833
USC00309514,42.3,-74.25
USC00309516,42.3031,-74.2011
USC00309533,42.5167,-78.05
USC00309544,43.25,-76.8667
USC00309576,41.0167,-73.85
USC00309593,42.8203,-78.1478
USC00309640,42.8833,-77.8833
USC00309660,41.2667,-73.7667
USC00309670,41.2664,-73.7975
USC00309690,43.25,-79.0092
USC00309691,43.25,-79.05
USC00310090,35.3992,-80.1994
USC00310160,35.9,-82.0167
USC00310184,35.2014,-83.8386
USC00310192,35.0667,-83.9167
USC00310212,35.7425,-78.8369
USC00310241,36.2911,-77.9822
USC00310286,35.7083,-79.8381
USC00310288,35.595,-82.5517
USC00310294,35.6092,-82.6119
USC00310312,35.8922,-81.9353
USC00310356,34.6997,-76.7381
USC00310375,35.3872,-76.7764
USC00310438,35.4592,-80.1828
USC00310466,36.0167,-82.1667
USC00310490,35.4167,-83.0833
USC00310506,36.1617,-81.8742
USC00310530,35.7667,-82.4333
USC00310531,35.76,-82.4325
USC00310562,35.45,-76.8333
USC00310576,35.1311,-76.8161
USC00310626,34.7,-76.6333
USC00310634,35.2333,-84.0833
USC00310635,35.2167,-84.1
USC00310642,35.7,-82.4333
USC00310645,36.1875,-81.8742
USC00310650,35.6333,-82.4
USC00310652,35.6333,-82.4
USC00310655,35.7,-82.4
USC00310674,35.5731,-76.5847
USC00310724,35.5044,-82.5967
USC00310750,35.6542,-79.0706
USC00310795,35.3667,-82.8167
USC00310843,35.6072,-82.3594
USC00310878,35.3044,-82.6306
USC00310884,34.9836,-79.8769
USC00310901,36.1472,-81.7025
USC00310909,35.35,-82.3667
USC00310917,36.4,-81.2167
USC00310935,35.8333,-75.55
USC00310955,34.3167,-78.4
USC00310977,36.2167,-81.6667
USC00310982,36.2139,-81.6456
USC00311055,35.2283,-82.7358
USC00311081,35.7428,-81.8361
USC00311156,35.4286,-83.4383
USC00311159,35.4333,-83.45
USC00311164,35.4333,-83.45
USC00311165,35.4467,-83.4622
USC00311174,35.1833,-82.6167
USC00311221,34.5494,-77.9719
USC00311222,34.5322,-77.8639
USC00311236,36.0833,-79.4333
USC00311239,36.06,-79.4481
USC00311241,36.0956,-79.4367
USC00311248,35.925,-82.2717
USC00311285,36.1414,-78.7736
USC00311420,35.5453,-82.6986
USC00311423,35.2667,-79.6833
USC00311429,35.9494,-79.2386
USC00311433,35.9167,-82.4
USC00311437,35.7044,-82.7697
USC00311441,35.5167,-82.85
USC00311449,34.8333,-78.8
USC00311479,35.2833,-81.8
USC00311515,35.3319,-79.4067
USC00311520,35.3167,-79.4167
USC00311528,35.15,-83.4833
USC00311535,35.72,-78.7878
USC00311538,35.5119,-81.6189
USC00311564,35.6375,-83.0956
USC00311569,35.55,-83.1
USC00311577,35.7,-81.0833
USC00311578,35.6486,-81.1342
USC00311579,35.7444,-81.0847
USC00311582,35.7333,-81.0667
USC00311606,34.9833,-76.3
USC00311614,35.15,-82.6333
USC00311624,35.8264,-82.1836
USC00311629,35.85,-82.2
USC00311647,34.3333,-78.8333
USC00311655,36.0,-79.0
USC00311663,35.5667,-82.9
USC00311677,35.9086,-79.0794
USC00311682,35.9167,-79.0167
USC00311695,35.2333,-80.85
USC00311700,35.7336,-79.0033
USC00311703,35.0167,-83.8
USC00311725,35.4833,-83.3167
USC00311760,35.4333,-82.2
USC00311770,35.5186,-77.1531
USC00311815,35.65,-78.4667
USC00311817,35.635,-78.3981
USC00311820,35.6408,-78.4633
USC00311845,36.0833,-80.3833
USC00311869,35.55,-83.5
USC00311877,34.9667,-78.3167
USC00311881,35.025,-78.2761
USC00311901,35.9167,-82.6
USC00311913,34.9333,-79.6167
USC00311949,35.7108,-76.1269
USC00311956,35.9167,-76.2667
USC00311975,35.4111,-80.5833
USC00311990,35.8214,-81.1919
USC00312097,35.0667,-83.4333
USC00312102,35.0603,-83.43
USC00312107,35.0333,-83.4667
USC00312110,35.8167,-82.35
USC00312118,35.8667,-78.75
USC00312120,35.6833,-82.3833
USC00312154,34.9833,-76.9833
USC00312172,36.0167,-81.9333
USC00312200,35.3117,-83.1747
USC00312230,36.3,-80.4
USC00312238,36.43,-80.1789
USC00312253,35.2833,-82.8333
USC00312270,35.9833,-82.3
USC00312280,36.3333,-78.8167
USC00312285,35.4667,-83.4333
USC00312370,35.4333,-82.8667
USC00312372,35.4333,-82.8833
USC00312373,35.45,-82.8667
USC00312388,36.4119,-80.7192
USC00312396,35.7167,-82.8333
USC00312397,35.7167,-82.8333
USC00312500,35.3244,-78.6878
USC00312515,36.0425,-78.9625
USC00312518,36.0894,-78.9636
USC00312533,35.5,-82.0833
USC00312538,35.4833,-83.0333
USC00312546,35.2833,-79.6333
USC00312550,36.2667,-77.2
USC00312560,34.3992,-78.3158
USC00312574,35.2458,-82.3892
USC00312631,36.4742,-79.7433
USC00312635,36.0164,-76.5517
USC00312645,36.0,-81.75
USC00312661,35.4167,-82.3333
USC00312679,35.45,-83.3667
USC00312719,36.3097,-76.205
USC00312732,34.6272,-78.6114
USC00312740,36.2547,-80.8639
USC00312757,36.0667,-81.4
USC00312827,36.1686,-77.675
USC00312837,35.5408,-82.6536
USC00312933,34.3125,-79.0356
USC00312940,35.5361,-76.3122
USC00312971,35.1,-78.15
USC00312993,35.9808,-78.6528
USC00313016,35.0267,-78.9742
USC00313017,35.0592,-78.8589
USC00313072,36.2525,-81.9136
USC00313089,36.0333,-82.4
USC00313090,36.0333,-82.3667
USC00313101,35.45,-82.4833
USC00313106,35.4267,-82.5569
USC00313127,35.45,-83.8
USC00313150,35.2653,-81.9311
USC00313152,35.3125,-81.9892
USC00313160,35.5,-83.5667
USC00313168,35.1778,-79.0239
USC00313216,35.1833,-83.3833
USC00313224,35.2167,-83.3667
USC00313228,35.1803,-83.3931
USC00313232,36.105,-78.4592
USC00313236,34.7392,-78.3917
USC00313238,35.6708,-78.6608
USC00313333,35.2603,-75.5825
USC00313336,35.2511,-75.6047
USC00313344,35.5167,-82.3333
USC00313356,35.2672,-81.1436
USC00313364,36.4333,-76.7167
USC00313427,35.8667,-82.05
USC00313437,35.0667,-83.6333
USC00313455,36.35,-81.3833
USC00313473,35.2,-83.15
USC00313478,35.2333,-83.1333
USC00313491,35.2667,-82.85
USC00313492,35.2667,-82.85
USC00313503,35.4244,-77.9986
USC00313515,35.35,-78.0333
USC00313555,36.0503,-79.3728
USC00313565,36.0964,-81.8311
USC00313566,36.0894,-81.8356
USC00313625,36.0831,-79.8045
USC00313628,36.0667,-79.8167
USC00313638,35.64,-77.3983
USC00313643,35.6,-77.3833
USC00313648,35.5667,-77.3833
USC00313675,36.3203,-77.5858
USC00313784,34.8864,-79.6925
USC00313919,36.0639,-79.3692
USC00313920,36.0869,-79.3672
USC00313921,35.0533,-83.825
USC00313922,35.0833,-83.7667
USC00313923,35.0542,-83.8136
USC00313925,35.3,-82.9167
USC00313957,36.5631,-81.5039
USC00313969,36.3489,-78.4119
USC00313971,36.3647,-78.3881
USC00313976,35.3297,-82.4492
USC00313981,35.3167,-82.4833
USC00313986,35.3833,-82.5667
USC00314015,35.75,-81.35
USC00314040,35.1,-83.0833
USC00314050,35.05,-83.2
USC00314055,35.0564,-83.1983
USC00314063,35.9675,-79.9708
USC00314122,35.15,-84.1833
USC00314127,35.15,-84.1833
USC00314136,35.2053,-76.5883
USC00314144,34.8358,-77.3031
USC00314246,35.3833,-82.5667
USC00314260,35.8953,-82.8314
USC00314265,35.9,-82.8333
USC00314328,35.3833,-80.8333
USC00314363,35.2,-83.95
USC00314385,36.3119,-81.4589
USC00314440,35.8167,-82.5
USC00314448,35.4,-83.2833
USC00314456,36.3964,-77.4239
USC00314464,35.1836,-79.6772
USC00314471,34.7964,-77.4011
USC00314496,36.4175,-81.4297
USC00314615,34.9667,-77.95
USC00314619,34.9667,-77.95
USC00314643,36.35,-81.1833
USC00314649,36.0167,-75.6667
USC00314675,36.2839,-80.3625
USC00314679,35.2167,-81.35
USC00314684,35.1967,-77.5433
USC00314689,35.2975,-77.5722
USC00314762,35.4,-82.2
USC00314764,35.4203,-82.1875
USC00314772,36.15,-78.8333
USC00314780,35.75,-78.6833
USC00314788,35.0967,-82.9508
USC00314844,35.15,-83.0833
USC00314852,36.4167,-81.2667
USC00314860,34.7503,-79.4664
USC00314930,35.65,-82.7
USC00314938,35.9147,-81.5375
USC00314946,35.05,-84.15
USC00314962,36.1325,-77.1708
USC00314970,35.8456,-80.26
USC00314972,35.8425,-80.2947
USC00314975,35.9,-80.2667
USC00314987,35.4069,-78.8203
USC00314996,35.4606,-81.3297
USC00314997,35.48,-81.28
USC00315037,35.3833,-83.95
USC00315045,35.85,-82.1
USC00315077,34.95,-76.2833
USC00315116,34.0106,-78.5464
USC00315123,36.1025,-78.3042
USC00315175,34.3903,-79.0022
USC00315177,34.6269,-79.025
USC00315275,35.2,-79.0167
USC00315283,36.1667,-78.9
USC00315300,35.9167,-75.6833
USC00315308,34.8167,-77.6833
USC00315312,35.75,-82.95
USC00315313,35.7333,-82.9333
USC00315340,35.6847,-82.0083
USC00315356,35.8033,-82.6658
USC00315368,36.25,-81.8
USC00315402,35.8167,-82.95
USC00315420,34.8333,-77.3
USC00315424,35.2625,-81.0778
USC00315445,35.6667,-78.7
USC00315470,35.7,-80.7833
USC00315480,35.95,-82.4667
USC00315573,35.2,-76.6333
USC00315600,35.5,-76.0167
USC00315683,35.3833,-82.5667
USC00315743,35.8422,-80.4978
USC00315763,35.5833,-79.05
USC00315771,34.9797,-80.5233
USC00315796,35.65,-82.3167
USC00315814,35.5939,-80.8392
USC00315820,34.4581,-78.1094
USC00315830,34.7336,-76.7358
USC00315831,35.6808,-81.7211
USC00315838,35.7297,-81.6728
USC00315856,35.9833,-81.7833
USC00315890,36.4961,-80.6522
USC00315898,35.2078,-80.0636
USC00315913,35.3339,-80.9867
USC00315921,35.7667,-82.2667
USC00315922,35.7333,-82.2833
USC00315923,35.7586,-82.2711
USC00315929,35.2,-78.0667
USC00315930,35.1375,-77.9892
USC00315937,35.4333,-82.75
USC00315945,35.4117,-80.4308
USC00315955,35.7167,-83.0833
USC00315965,36.3667,-81.1
USC00315996,36.4522,-77.0803
USC00316001,35.0714,-83.9683
USC00316009,35.0,-83.8167
USC00316031,35.2667,-83.6833
USC00316036,35.2,-83.65
USC00316044,35.9667,-77.9667
USC00316071,35.3333,-83.5333
USC00316091,35.9167,-78.5667
USC00316096,34.7764,-76.8769
USC00316103,35.1333,-77.0833
USC00316122,35.6811,-78.9156
USC00316135,35.4486,-76.2108
USC00316185,35.5,-83.5
USC00316231,35.7,-82.3333
USC00316236,35.6631,-82.3444
USC00316256,36.1639,-81.1536
USC00316261,36.0731,-80.9775
USC00316274,35.2333,-80.1
USC00316275,35.1667,-80.1833
USC00316278,35.2475,-80.1244
USC00316289,35.2206,-80.2275
USC00316304,33.9,-78.0333
USC00316341,35.49,-83.3136
USC00316349,35.1075,-75.9872
USC00316380,35.6672,-82.1236
USC00316384,35.6167,-82.1833
USC00316422,34.925,-77.5114
USC00316447,35.8,-75.55
USC00316452,35.0333,-76.7
USC00316483,35.0833,-83.3333
USC00316499,35.2167,-82.9667
USC00316507,36.3,-78.6167
USC00316510,36.3039,-78.6108
USC00316565,36.45,-81.6667
USC00316602,35.9983,-81.565
USC00316676,35.0556,-77.0858
USC00316686,36.1558,-80.37
USC00316742,35.2,-79.4667
USC00316778,35.35,-82.7833
USC00316805,35.2719,-82.6475
USC00316810,35.2833,-82.8333
USC00316818,35.7167,-79.1667
USC00316845,36.0333,-82.0
USC00316853,35.8722,-76.6592
USC00316862,35.6333,-82.25
USC00316867,35.0203,-80.1639
USC00316899,36.0667,-82.35
USC00316908,36.05,-81.1
USC00316976,35.4667,-83.7167
USC00317035,35.1833,-82.9
USC00317056,34.9869,-79.2189
USC00317074,35.7294,-78.6839
USC00317079,35.7908,-78.6989
USC00317081,35.75,-78.6167
USC00317089,35.6333,-79.65
USC00317097,35.8222,-79.7917
USC00317121,35.3333,-83.3667
USC00317129,35.5167,-83.3
USC00317165,34.8122,-79.1622
USC00317170,35.1311,-76.9153
USC00317185,36.3333,-81.8333
USC00317197,36.35,-79.6333
USC00317202,36.3797,-79.6944
USC00317229,35.7747,-81.4372
USC00317252,36.3333,-81.7167
USC00317265,35.6167,-82.2667
USC00317319,36.4789,-77.6714
USC00317324,36.4086,-80.9953
USC00317344,35.3764,-83.7
USC00317346,35.2989,-83.8128
USC00317363,35.0,-83.1
USC00317370,34.95,-79.7833
USC00317387,35.5833,-82.8
USC00317395,35.9517,-77.8189
USC00317400,35.8936,-77.6805
USC00317486,35.1369,-82.8203
USC00317499,36.2119,-78.8569
USC00317508,35.7,-80.6167
USC00317516,36.3464,-78.8858
USC00317548,36.2333,-80.3069
USC00317555,35.25,-82.4667
USC00317615,35.6836,-80.4822
USC00317618,35.6967,-80.6225
USC00317630,35.95,-82.5667
USC00317640,35.0667,-79.35
USC00317654,35.4833,-79.1167
USC00317656,35.5356,-79.0475
USC00317659,35.3833,-83.8833
USC00317664,35.35,-83.9
USC00317675,36.0333,-80.0667
USC00317725,36.1369,-77.423
USC00317727,36.2094,-77.3842
USC00317768,35.5333,-78.3
USC00317789,36.0167,-80.7667
USC00317813,33.9283,-78.3894
USC00317817,34.0,-78.45
USC00317845,35.3111,-81.5708
USC00317850,35.2667,-81.55
USC00317906,35.2667,-81.9333
USC00317924,35.7608,-79.4625
USC00317974,34.7833,-77.8167
USC00317994,35.5172,-78.3442
USC00318013,35.5667,-83.3
USC00318019,36.1167,-81.9333
USC00318029,36.3333,-81.7
USC00318037,34.55,-77.4
USC00318053,35.9667,-82.15
USC00318060,35.4519,-77.6842
USC00318066,35.455,-77.6667
USC00318089,35.1667,-79.4333
USC00318113,33.9947,-78.0078
USC00318158,36.4592,-81.1528
USC00318196,36.5167,-79.75
USC00318216,35.6167,-83.2
USC00318221,35.9325,-82.0019
USC00318224,35.9,-82.0667
USC00318225,35.8833,-82.0833
USC00318226,35.9,-82.0833
USC00318292,35.81,-80.8808
USC00318302,35.3667,-83.6833
USC00318370,35.15,-76.7667
USC00318380,34.4478,-77.5739
USC00318430,35.3953,-79.09
USC00318442,35.6,-82.3667
USC00318448,35.5733,-82.385
USC00318450,35.395,-76.3261
USC00318453,34.6833,-77.25
USC00318470,34.1586,-78.8603
USC00318492,35.4478,-83.9389
USC00318500,35.8842,-77.5386
USC00318519,35.9225,-81.1717
USC00318547,35.5833,-75.8
USC00318560,35.25,-83.8
USC00318592,35.2333,-83.1333
USC00318664,35.1333,-83.9833
USC00318685,35.1333,-82.9333
USC00318694,36.4003,-81.3053
USC00318706,35.0628,-77.3547
USC00318734,35.3667,-79.9
USC00318744,35.2058,-82.2517
USC00318754,35.2333,-83.1333
USC00318764,36.5167,-78.45
USC00318778,35.9064,-80.8142
USC00318794,35.4667,-83.8833
USC00318906,35.5236,-81.4444
USC00318964,34.9589,-80.0775
USC00319026,34.7314,-77.9831
USC00319067,36.4167,-78.15
USC00319081,35.0128,-78.0044
USC00319100,35.5525,-77.0722
USC00319122,35.7667,-83.1
USC00319123,35.7744,-83.0997
USC00319139,35.1833,-83.5667
USC00319147,35.4867,-82.9681
USC00319164,35.7,-82.5667
USC00319191,36.4333,-77.6
USC00319196,36.4167,-77.5833
USC00319204,35.7167,-78.45
USC00319225,35.7167,-76.6333
USC00319352,34.3167,-78.7167
USC00319354,34.2572,-78.6872
USC00319357,34.4094,-78.7914
USC00319382,36.2833,-81.3333
USC00319406,36.15,-81.1833
USC00319423,34.6606,-78.0453
USC00319427,34.835,-78.8253
USC00319440,35.8528,-77.0306
USC00319461,34.1425,-77.8789
USC00319462,34.2333,-77.95
USC00319467,34.3208,-77.9206
USC00319476,35.6939,-77.9461
USC00319527,36.0833,-80.2167
USC00319555,36.1308,-81.2275
USC00319667,35.8558,-80.3608
USC00319675,36.1306,-80.5481
USC00319700,36.4333,-79.3333
USC00319704,36.3772,-79.255
USC00319923,35.7878,-78.3497
USC00319968,36.3333,-81.7333
USC00320005,46.45,-96.7333
USC00320022,48.33,-98.1183
USC00320096,47.9022,-103.6608
USC00320101,47.7,-103.9833
USC00320127,46.7253,-101.505
USC00320136,46.7167,-101.65
USC00320149,46.6167,-103.8167
USC00320189,48.9975,-103.4878
USC00320196,47.0,-97.2167
USC00320209,46.4819,-103.3222
USC00320263,48.9667,-101.3333
USC00320313,47.15,-101.7333
USC00320369,47.9167,-97.5
USC00320382,46.0406,-99.3742
USC00320450,47.0361,-98.0831
USC00320492,47.9181,-100.54
USC00320500,48.1667,-100.0333
USC00320516,48.5,-100.6
USC00320590,46.9283,-104.0158
USC00320600,46.4,-99.6167
USC00320626,48.8411,-99.7514
USC00320639,46.8833,-103.1833
USC00320720,46.3833,-98.4833
USC00320729,48.3139,-101.7328
USC00320766,47.2622,-101.7906
USC00320767,47.2947,-101.8186
USC00320796,48.6167,-99.3667
USC00320814,46.8,-100.8
USC00320817,46.8339,-100.7969
USC00320818,46.7717,-100.7592
USC00320827,46.9367,-100.7444
USC00320941,48.8217,-100.4528
USC00320946,48.9333,-100.3667
USC00320961,48.7994,-102.2464
USC00320966,48.7833,-102.1333
USC00320995,46.1936,-103.3714
USC00320998,46.0333,-103.3
USC00321001,46.5833,-103.5167
USC00321052,46.3797,-100.9408
USC00321124,47.0667,-98.8167
USC00321144,48.0,-104.0
USC00321216,46.6,-102.1333
USC00321225,47.7947,-100.5847
USC00321255,47.6,-97.1
USC00321288,48.4869,-99.1975
USC00321360,47.4494,-99.1294
USC00321362,47.5089,-99.1211
USC00321365,46.4167,-101.5667
USC00321370,46.425,-101.5742
USC00321408,46.8769,-97.2328
USC00321435,48.8625,-97.7014
USC00321442,46.0733,-97.3844
USC00321456,47.0644,-101.2119
USC00321477,46.7958,-97.2686
USC00321480,48.9414,-102.3744
USC00321498,48.2833,-99.2
USC00321500,48.2725,-99.1986
USC00321525,46.1167,-97.9167
USC00321686,47.2428,-97.6561
USC00321696,48.8833,-102.8
USC00321699,48.9167,-102.8333
USC00321766,47.405,-98.0381
USC00321816,47.24,-98.5847
USC00321871,48.9144,-103.2978
USC00322018,46.8661,-99.7492
USC00322148,48.1167,-98.9
USC00322188,46.8914,-102.7792
USC00322193,47.1944,-102.8414
USC00322242,48.5167,-101.8833
USC00322298,47.9167,-100.3667
USC00322304,48.0486,-100.3094
USC00322312,48.5608,-97.1808
USC00322365,47.3467,-102.5869
USC00322385,48.8333,-100.0333
USC00322472,48.65,-101.0167
USC00322482,46.3692,-98.7669
USC00322525,48.4583,-98.5169
USC00322536,47.2653,-98.8578
USC00322570,47.5833,-102.15
USC00322588,46.4089,-101.8419
USC00322592,46.35,-101.8167
USC00322605,46.0108,-98.5261
USC00322695,46.6167,-97.6389
USC00322697,46.6164,-97.5669
USC00322735,48.2833,-103.3667
USC00322767,48.0333,-99.7667
USC00322768,48.1583,-99.8286
USC00322809,47.1906,-103.2247
USC00322860,46.8292,-96.7961
USC00322949,47.6456,-99.6219
USC00323004,46.4581,-101.2
USC00323009,46.4,-101.2
USC00323019,48.9,-102.3833
USC00323064,46.0347,-98.9436
USC00323117,46.0333,-97.595
USC00323196,48.9081,-103.8056
USC00323206,46.0897,-100.6619
USC00323207,46.05,-100.6667
USC00323217,48.4583,-101.5697
USC00323277,46.8667,-103.3
USC00323287,46.1583,-98.3989
USC00323309,46.6275,-99.1383
USC00323342,47.25,-98.0333
USC00323376,47.6539,-101.4197
USC00323446,47.1833,-102.65
USC00323496,46.8117,-101.8303
USC00323501,47.0,-101.7833
USC00323529,47.155,-102.0706
USC00323556,46.7333,-103.95
USC00323583,47.55,-98.8
USC00323594,48.4181,-97.4247
USC00323621,47.9217,-97.0975
USC00323665,46.4667,-98.35
USC00323676,48.6167,-101.5833
USC00323686,48.2675,-100.8439
USC00323696,47.4,-103.2333
USC00323701,47.5167,-103.2333
USC00323705,47.4011,-103.2072
USC00323736,48.6167,-103.9333
USC00323826,46.025,-99.9911
USC00323836,45.9667,-103.1333
USC00323846,47.3544,-102.3372
USC00323908,46.0667,-96.9
USC00323926,47.3111,-98.1856
USC00323936,49.0,-98.6833
USC00323963,48.9989,-99.3464
USC00324013,47.8083,-99.8758
USC00324073,46.0,-102.3667
USC00324083,46.5203,-100.3478
USC00324091,46.5917,-101.8075
USC00324102,46.9075,-102.0383
USC00324178,45.9925,-102.6442
USC00324180,46.0044,-102.6472
USC00324186,46.25,-102.6833
USC00324203,47.4389,-97.0664
USC00324343,47.35,-100.0167
USC00324372,48.4603,-99.5322
USC00324418,46.8844,-98.685
USC00324545,48.1378,-100.5397
USC00324571,47.8967,-102.9208
USC00324626,47.3167,-97.0167
USC00324646,48.6692,-102.0975
USC00324656,47.2667,-98.8667
USC00324722,47.3714,-102.7606
USC00324726,47.4667,-102.8333
USC00324823,48.7,-100.7
USC00324843,46.3,-98.95
USC00324879,48.9797,-100.3344
USC00324925,47.25,-100.0
USC00324937,46.3625,-98.2919
USC00324943,48.8656,-100.8633
USC00324958,48.7622,-98.3447
USC00325002,48.6272,-101.3764
USC00325013,47.8742,-97.7106
USC00325078,48.2881,-99.4317
USC00325088,46.6333,-102.35
USC00325090,46.1767,-101.6706
USC00325186,46.0725,-97.1461
USC00325210,46.2667,-100.2306
USC00325211,46.3022,-100.3258
USC00325220,46.4444,-97.6928
USC00325230,46.6611,-98.2267
USC00325320,48.55,-102.4
USC00325434,47.9619,-99.5261
USC00325449,47.9667,-101.8167
USC00325479,46.8128,-100.9097
USC00325484,46.75,-100.8667
USC00325492,47.6667,-99.75
USC00325519,47.2333,-102.7667
USC00325573,46.3,-103.9167
USC00325575,46.2958,-103.92
USC00325582,47.1369,-102.3344
USC00325588,47.1167,-99.4167
USC00325610,47.8333,-100.1167
USC00325638,47.8214,-101.2922
USC00325660,47.4989,-97.3514
USC00325710,47.4825,-100.4444
USC00325720,48.5969,-102.9283
USC00325730,47.5808,-98.6422
USC00325754,46.3911,-97.2392
USC00325764,47.7619,-98.1817
USC00325798,46.8928,-99.2897
USC00325803,46.9167,-103.5167
USC00325808,46.9167,-103.55
USC00325813,46.9161,-103.5264
USC00325818,47.2333,-103.6
USC00325833,47.3333,-99.0333
USC00325848,48.0781,-99.2656
USC00325933,46.2667,-97.4667
USC00325940,48.6333,-98.0333
USC00325993,48.1803,-101.2964
USC00326007,48.3,-97.3667
USC00326015,46.6706,-100.2294
USC00326025,48.7603,-101.5089
USC00326105,46.7006,-98.5839
USC00326155,46.3747,-102.3211
USC00326158,46.3931,-102.3186
USC00326195,48.5167,-98.9167
USC00326255,46.5067,-99.7692
USC00326315,46.5406,-102.8692
USC00326320,47.0,-102.8833
USC00326350,47.6833,-99.1333
USC00326355,47.7167,-99.2667
USC00326365,46.8925,-101.4897
USC00326383,47.9833,-102.5833
USC00326455,48.8833,-103.0167
USC00326535,49.0,-102.2667
USC00326565,46.55,-98.7333
USC00326620,46.1458,-98.0919
USC00326703,48.65,-100.3333
USC00326743,46.9,-97.8
USC00326857,48.4,-97.75
USC00326867,47.95,-102.1333
USC00327027,48.0356,-98.0097
USC00327047,47.1167,-99.5333
USC00327117,47.1667,-98.9
USC00327120,48.0267,-101.9625
USC00327201,49.0,-102.55
USC00327270,46.6167,-97.2667
USC00327281,48.5722,-102.6467
USC00327311,46.1758,-101.8561
USC00327405,47.8133,-102.0233
USC00327408,47.6,-102.1
USC00327450,46.1089,-102.9447
USC00327452,46.2856,-102.9511
USC00327461,47.2333,-100.4333
USC00327465,46.42,-102.5611
USC00327491,46.0044,-103.7
USC00327530,46.8886,-102.3192
USC00327585,47.4914,-101.3775
USC00327655,48.6297,-99.8069
USC00327664,48.8811,-99.5861
USC00327704,48.3542,-99.9925
USC00327749,47.9333,-101.6833
USC00327810,48.9333,-99.6833
USC00327824,48.8333,-100.0333
USC00327834,47.9833,-102.5333
USC00327844,48.945,-98.9947
USC00327932,46.15,-103.15
USC00327944,47.5667,-103.8
USC00327952,46.0667,-100.9167
USC00327976,46.6167,-103.8167
USC00327986,47.5983,-97.9
USC00328047,48.9622,-101.6311
USC00328049,48.9833,-101.9667
USC00328057,47.8333,-99.1167
USC00328065,46.2331,-101.1292
USC00328276,48.3567,-102.4117
USC00328298,47.3167,-101.3833
USC00328366,46.8947,-99.9483
USC00328396,46.05,-102.0833
USC00328415,46.7153,-99.4475
USC00328608,47.4647,-99.3983
USC00328627,48.3475,-101.9325
USC00328660,46.9989,-102.4761
USC00328737,48.3989,-102.9181
USC00328764,48.7667,-101.75
USC00328792,48.3706,-100.3908
USC00328807,47.3,-103.8667
USC00328812,47.2842,-103.9006
USC00328840,47.5214,-100.8883
USC00328850,47.1333,-100.0
USC00328853,47.3014,-99.9189
USC00328872,47.455,-101.1461
USC00328877,47.4333,-101.4
USC00328913,48.6147,-100.7264
USC00328918,48.5833,-100.7833
USC00328937,46.9558,-98.0203
USC00328970,47.95,-102.35
USC00328990,48.06,-100.9414
USC00329035,46.3639,-98.0758
USC00329095,46.2833,-96.6
USC00329100,46.3233,-96.6108
USC00329155,48.9133,-97.9181
USC00329185,47.85,-98.7
USC00329195,47.2981,-101.03
USC00329205,47.2833,-101.0333
USC00329219,46.0233,-101.5664
USC00329233,47.8039,-103.2892
USC00329238,47.8,-102.9833
USC00329246,47.6,-103.2597
USC00329333,48.9097,-101.0192
USC00329334,48.9525,-100.9497
USC00329400,48.6631,-103.2131
USC00329420,48.1081,-103.7142
USC00329421,48.15,-103.63
USC00329426,48.2539,-103.7467
USC00329430,48.1375,-103.7372
USC00329445,48.6061,-100.2911
USC00329455,47.1603,-100.7892
USC00329515,46.2608,-99.56
USC00329550,48.9,-98.6667
USC00329575,47.1844,-99.2917
USC00329635,48.5667,-103.6833
USC00329650,47.2878,-101.94
USC00330061,41.0803,-81.5169
USC00330083,40.0833,-82.6833
USC00330102,40.9333,-81.1
USC00330107,40.955,-81.1169
USC00330115,39.2167,-82.9667
USC00330140,39.0214,-84.2186
USC00330141,39.4,-81.9667
USC00330165,41.6211,-80.5556
USC00330195,41.1667,-81.0833
USC00330251,40.8667,-82.3
USC00330256,40.8333,-82.35
USC00330264,41.85,-80.8
USC00330274,39.3833,-82.1833
